0,n04507155,/datasets/imagenet/val/n04507155/ILSVRC2012_val_00004816.JPEG,0.0,1.0,0.5412094593048096,-1.0,1.0,-1.6356343030929565,1.4595733880996704,0.07324297726154327,0,255
1,n02123597,/datasets/imagenet/val/n02123597/ILSVRC2012_val_00034254.JPEG,0.0,1.0,0.2579171657562256,-1.0,1.0,-1.1553659439086914,1.0242162942886353,-0.49680325388908386,0,255
2,n02326432,/datasets/imagenet/val/n02326432/ILSVRC2012_val_00010884.JPEG,0.0,0.886274516582489,0.3449138104915619,-1.0,0.772549033164978,-1.082808494567871,0.7998664975166321,-0.3219422698020935,0,229
3,n02123394,/datasets/imagenet/val/n02123394/ILSVRC2012_val_00005627.JPEG,0.08627451211214066,1.0,0.3918991982936859,-0.8274509906768799,1.0,-0.9753826260566711,1.0191690921783447,-0.23380045592784882,0,255
4,n02106166,/datasets/imagenet/val/n02106166/ILSVRC2012_val_00008138.JPEG,0.0,1.0,0.3768860995769501,-1.0,1.0,-1.102144718170166,1.6828490495681763,-0.2539719045162201,0,255
5,n02123045,/datasets/imagenet/val/n02123045/ILSVRC2012_val_00002823.JPEG,0.0,1.0,0.4713899493217468,-1.0,1.0,-1.2033281326293945,1.0686239004135132,-0.053600411862134933,0,255
6,n02124075,/datasets/imagenet/val/n02124075/ILSVRC2012_val_00037997.JPEG,0.0,0.9882352948188782,0.18468093872070312,-1.0,0.9764705896377563,-1.284448504447937,1.0623890161514282,-0.6309916973114014,0,255
7,n02326432,/datasets/imagenet/val/n02326432/ILSVRC2012_val_00034786.JPEG,0.0,1.0,0.3575988709926605,-1.0,1.0,-1.3988375663757324,1.0637624263763428,-0.292612761259079,0,255
8,n02074367,/datasets/imagenet/val/n02074367/ILSVRC2012_val_00033599.JPEG,0.0941176488995552,0.7843137383460999,0.3468928933143616,-0.8117647171020508,0.5686274766921997,-0.9048018455505371,0.7601273059844971,-0.331371545791626,0,224
9,n02486410,/datasets/imagenet/val/n02486410/ILSVRC2012_val_00049974.JPEG,0.0,1.0,0.6474869251251221,-1.0,1.0,-1.0835202932357788,1.442940354347229,0.2772699296474457,0,255
10,n02481823,/datasets/imagenet/val/n02481823/ILSVRC2012_val_00036080.JPEG,0.0,1.0,0.360228955745697,-1.0,1.0,-1.1078402996063232,1.206388235092163,-0.2836535573005676,0,255
11,n02120079,/datasets/imagenet/val/n02120079/ILSVRC2012_val_00015412.JPEG,0.0,1.0,0.44469398260116577,-1.0,1.0,-1.11585533618927,1.0090733766555786,-0.11039797961711884,0,255
12,n02106166,/datasets/imagenet/val/n02106166/ILSVRC2012_val_00048578.JPEG,0.0,1.0,0.5535203814506531,-1.0,1.0,-1.133426308631897,1.2981008291244507,0.10017639398574829,0,255
13,n03642806,/datasets/imagenet/val/n03642806/ILSVRC2012_val_00005001.JPEG,0.0,1.0,0.2802436947822571,-1.0,1.0,-1.1591826677322388,1.1758501529693604,-0.4348042607307434,0,255
14,n02109961,/datasets/imagenet/val/n02109961/ILSVRC2012_val_00046423.JPEG,0.0,0.9725490212440491,0.44722339510917664,-1.0,0.9450980424880981,-1.070658564567566,0.9631913304328918,-0.10444098711013794,0,250
15,n02107142,/datasets/imagenet/val/n02107142/ILSVRC2012_val_00013297.JPEG,0.0,1.0,0.422818124294281,-1.0,1.0,-1.1067225933074951,1.161902904510498,-0.17022612690925598,0,255
16,n02489166,/datasets/imagenet/val/n02489166/ILSVRC2012_val_00042933.JPEG,0.0,1.0,0.43409812450408936,-1.0,1.0,-1.2567681074142456,1.0914125442504883,-0.13956321775913239,0,255
17,n02129604,/datasets/imagenet/val/n02129604/ILSVRC2012_val_00036718.JPEG,0.0,1.0,0.3873012959957123,-1.0,1.0,-1.3781487941741943,1.1406906843185425,-0.23013238608837128,0,255
18,n02129165,/datasets/imagenet/val/n02129165/ILSVRC2012_val_00040647.JPEG,0.0,1.0,0.4526969790458679,-1.0,1.0,-1.0994004011154175,1.0743434429168701,-0.09085725992918015,0,255
